791,11,1
898,11,-1
900,11,1
936,11,1
960,11,1
998,11,1
109,12,1
280,12,1
365,12,1
422,12,1
595,12,1
774,12,1
778,12,1
801,12,1
923,12,1
978,12,1
168,13,-1
282,13,1
291,13,1
295,13,1
297,13,1
436,13,-1
448,13,1
475,13,1
482,13,1
591,13,1
604,13,1
677,13,1
701,13,1
744,13,1
754,13,1
859,13,1
908,13,1
973,13,-1
315,14,1
349,14,1
418,14,1
447,14,1
467,14,-1
497,14,-1
544,14,1
556,14,1
670,14,1
771,14,-1
809,14,-1
820,14,1
905,14,1
925,14,-1
951,14,1
961,14,1
68,15,1
70,15,1
77,15,1
119,15,1
122,15,-1
255,15,1
260,15,1
261,15,1
385,15,1
393,15,1
451,15,1
536,15,1
556,15,1
715,15,1
919,15,1
972,15,1
127,16,1
153,16,1
164,16,1
247,16,1
266,16,1
271,16,1
279,16,1
298,16,1
368,16,1
381,16,-1
618,16,1
683,16,1
732,16,-1
799,16,1
810,16,1
818,16,1
950,16,1
81,17,1
109,17,1
207,17,1
227,17,1
275,17,1
363,17,1
419,17,1
481,17,1
545,17,1
634,17,1
731,17,1
740,17,1
745,17,-1
830,17,1
872,17,1
878,17,1
910,17,-1
8,18,1
92,18,-1
178,18,1
182,18,-1
308,18,1
456,18,-1
540,18,1
567,18,1
635,18,1
715,18,1
823,18,-1
876,18,-1
946,18,1
984,18,1
108,19,1
187,19,1
338,19,1
486,19,-1
532,19,1
573,19,1
587,19,1
608,19,1
627,19,1
656,19,1
675,19,1
769,19,1
861,19,1
932,19,1
154,20,1
177,20,1
236,20,1
242,20,1
281,20,-1
336,20,1
440,20,1
452,20,1
584,20,-1
634,20,1
854,20,1
860,20,1
867,20,-1
881,20,1
980,20,1
64,21,1
97,21,1
252,21,1
326,21,1
345,21,-1
365,21,1
419,21,1
440,21,1
470,21,1
584,21,-1
633,21,1
697,21,1
764,21,1
799,21,1
805,21,1
840,21,1
846,21,-1
884,21,1
900,21,1
923,21,1
964,21,1
2,22,1
181,22,-1
203,22,1
522,22,1
569,22,1
580,22,1
654,22,-1
738,22,1
746,22,1
765,22,-1
833,22,1
921,22,1
979,22,1
129,23,-1
136,23,-1
193,23,1
259,23,-1
286,23,1
296,23,1
358,23,1
403,23,1
568,23,1
572,23,1
645,23,1
757,23,1
868,23,1
896,23,-1
943,23,1
132,24,1
139,24,1
244,24,-1
448,24,1
475,24,1
592,24,1
693,24,1
702,24,1
754,24,1
925,24,-1
982,24,1
112,25,1
113,25,1
171,25,1
293,25,1
348,25,1
351,25,-1
445,25,-1
465,25,1
535,25,1
607,25,1
695,25,1
798,25,-1
28,26,1
262,26,1
306,26,1
342,26,1
464,26,1
680,26,1
699,26,1
971,26,1
987,26,1
47,27,1
101,27,-1
159,27,1
320,27,1
342,27,1
406,27,-1
464,27,1
547,27,-1
550,27,1
850,27,1
890,27,1
993,27,1
3,28,1
52,28,1
76,28,1
101,28,-1
110,28,1
165,28,1
276,28,-1
334,28,1
346,28,1
360,28,1
383,28,1
396,28,1
523,28,1
525,28,-1
547,28,-1
706,28,1
742,28,1
750,28,1
770,28,1
890,28,1
904,28,1
22,29,1
174,29,1
183,29,1
189,29,1
226,29,1
229,29,-1
254,29,-1
267,29,1
307,29,1
366,29,1
508,29,-1
553,29,1
560,29,1
613,29,1
673,29,1
681,29,1
718,29,1
826,29,1
832,29,-1
844,29,-1
884,29,1
900,29,1
102,30,1
168,30,-1
295,30,1
492,30,-1
785,30,1
959,30,-1
973,30,-1
1,31,1
24,31,1
44,31,1
132,31,1
227,31,1
228,31,1
244,31,-1
274,31,1
337,31,1
380,31,1
448,31,1
592,31,1
636,31,1
702,31,1
705,31,1
713,31,1
746,31,1
881,31,1
913,31,1
982,31,1
25,32,1
112,32,1
170,32,1
238,32,1
351,32,-1
361,32,1
362,32,1
377,32,1
617,32,1
663,32,1
679,32,1
798,32,-1
841,32,1
848,32,-1
872,32,1
1,33,1
44,33,1
49,33,1
134,33,1
190,33,-1
268,33,1
277,33,-1
351,33,-1
354,33,1
407,33,-1
423,33,1
578,33,1
664,33,1
683,33,1
767,33,1
911,33,1
947,33,1
957,33,1
1,34,1
179,34,1
250,34,1
274,34,1
278,34,1
282,34,1
296,34,1
391,34,1
514,34,1
559,34,1
767,34,1
943,34,1
10,35,1
116,35,1
173,35,1
342,35,1
387,35,-1
494,35,1
622,35,1
632,35,1
690,35,1
704,35,1
877,35,1
24,36,1
190,36,-1
211,36,-1
236,36,1
353,36,1
430,36,1
448,36,1
511,36,-1
603,36,1
621,36,-1
702,36,1
710,36,-1
754,36,1
821,36,1
831,36,1
847,36,-1
934,36,-1
1,37,1
26,37,1
27,37,1
72,37,1
83,37,1
109,37,1
195,37,1
241,37,1
342,37,1
406,37,-1
464,37,1
491,37,-1
540,37,1
602,37,1
723,37,1
773,37,1
849,37,1
988,37,1
46,38,1
74,38,1
78,38,1
113,38,1
285,38,1
310,38,1
386,38,1
414,38,1
442,38,1
467,38,-1
486,38,-1
540,38,1
582,38,-1
669,38,1
803,38,1
820,38,1
860,38,1
869,38,1
961,38,1
14,39,1
98,39,1
167,39,-1
169,39,-1
233,39,1
256,39,1
315,39,1
370,39,1
421,39,1
433,39,-1
581,39,1
707,39,-1
791,39,1
843,39,1
864,39,-1
909,39,1
53,40,-1
230,40,1
312,40,1
336,40,1
340,40,1
438,40,1
493,40,1
513,40,1
652,40,1
680,40,1
689,40,1
846,40,-1
893,40,1
59,41,1
120,41,1
177,41,1
284,41,1
341,41,1
496,41,1
508,41,-1
545,41,1
724,41,1
745,41,-1
751,41,1
840,41,1
902,41,1
912,41,-1
161,42,-1
269,42,1
326,42,1
445,42,-1
571,42,1
576,42,1
658,42,1
675,42,1
730,42,1
740,42,1
841,42,1
872,42,1
880,42,-1
117,43,-1
379,43,-1
598,43,1
658,43,1
725,43,1
859,43,1
31,44,1
34,44,1
99,44,-1
132,44,1
155,44,1
227,44,1
268,44,1
274,44,1
277,44,-1
354,44,1
407,44,-1
409,44,1
423,44,1
592,44,1
609,44,1
643,44,-1
664,44,1
705,44,1
713,44,1
947,44,1
957,44,1
1,45,1
56,45,1
64,45,1
120,45,1
419,45,1
470,45,1
574,45,-1
642,45,-1
804,45,1
806,45,1
818,45,1
821,45,1
853,45,-1
18,46,1
61,46,-1
79,46,1
87,46,1
205,46,1
244,46,-1
377,46,1
500,46,1
635,46,1
669,46,1
733,46,1
761,46,1
820,46,1
839,46,1
876,46,-1
892,46,1
934,46,-1
26,47,1
50,47,1
71,47,1
110,47,1
194,47,1
361,47,1
387,47,-1
464,47,1
521,47,1
682,47,-1
773,47,1
789,47,1
845,47,1
890,47,1
987,47,1
72,48,1
202,48,1
231,48,1
648,48,1
688,48,1
724,48,1
759,48,-1
767,48,1
789,48,1
837,48,1
886,48,1
893,48,1
970,48,1
1,49,1
21,49,1
44,49,1
84,49,1
268,49,1
292,49,-1
354,49,1
407,49,-1
416,49,1
423,49,1
443,49,1
572,49,1
578,49,1
594,49,-1
641,49,-1
664,49,1
943,49,1
947,49,1
957,49,1
45,50,1
116,50,1
118,50,1
290,50,-1
470,50,1
629,50,-1
633,50,1
644,50,1
729,50,1
923,50,1
41,51,1
96,51,1
120,51,1
201,51,-1
270,51,1
306,51,1
322,51,1
470,51,1
483,51,1
500,51,1
642,51,-1
657,51,-1
668,51,-1
702,51,1
830,51,1
902,51,1
955,51,1
26,52,1
37,52,1
71,52,1
101,52,-1
152,52,-1
334,52,1
521,52,1
523,52,1
530,52,1
548,52,1
670,52,1
706,52,1
712,52,1
748,52,1
766,52,-1
790,52,1
836,52,1
890,52,1
964,52,1
89,53,1
122,53,-1
200,53,-1
221,53,1
306,53,1
312,53,1
564,53,-1
586,53,1
752,53,1
776,53,1
858,53,-1
893,53,1
916,53,1
38,54,1
74,54,1
145,54,1
177,54,1
447,54,1
605,54,1
647,54,1
753,54,1
933,54,1
961,54,1
968,54,1
998,54,1
95,55,-1
304,55,-1
332,55,1
355,55,1
374,55,1
438,55,1
463,55,1
640,55,1
752,55,1
858,55,-1
924,55,-1
976,55,1
21,56,1
42,56,1
109,56,1
236,56,1
375,56,1
470,56,1
610,56,1
614,56,1
811,56,1
169,57,-1
253,57,1
366,57,1
410,57,1
434,57,1
461,57,1
598,57,1
665,57,1
703,57,1
720,57,1
731,57,1
768,57,1
793,57,1
806,57,1
833,57,1
870,57,1
948,57,1
37,58,1
52,58,1
159,58,1
306,58,1
360,58,1
383,58,1
413,58,1
452,58,1
474,58,1
599,58,1
680,58,1
699,58,1
712,58,1
756,58,-1
924,58,-1
945,58,1
949,58,-1
994,58,1
41,59,1
124,59,1
194,59,1
359,59,1
390,59,-1
419,59,1
452,59,1
496,59,1
751,59,1
797,59,1
828,59,1
854,59,1
856,59,-1
860,59,1
881,59,1
912,59,-1
2,60,1
11,60,-1
124,60,1
292,60,-1
303,60,1
343,60,-1
388,60,1
398,60,-1
445,60,-1
472,60,-1
529,60,1
531,60,1
539,60,1
672,60,1
675,60,1
736,60,1
738,60,1
821,60,1
911,60,1
18,61,1
60,61,1
69,61,1
78,61,1
94,61,1
442,61,1
566,61,1
597,61,1
599,61,1
715,61,1
730,61,1
761,61,1
786,61,-1
839,61,1
854,61,1
864,61,-1
7,62,1
8,62,1
108,62,1
141,62,1
147,62,1
172,62,1
506,62,1
589,62,1
734,62,1
909,62,1
8,63,1
86,63,-1
130,63,1
134,63,1
215,63,1
219,63,1
386,63,1
421,63,1
509,63,1
564,63,-1
605,63,1
651,63,1
686,63,1
728,63,1
961,63,1
12,64,1
21,64,1
56,64,1
128,64,-1
252,64,1
290,64,-1
345,64,-1
463,64,1
470,64,1
574,64,-1
697,64,1
735,64,-1
764,64,1
840,64,1
884,64,1
923,64,1
964,64,1
35,65,-1
67,65,1
102,65,1
197,65,1
282,65,1
405,65,1
424,65,1
482,65,1
642,65,-1
650,65,1
701,65,1
726,65,1
728,65,1
775,65,1
904,65,1
920,65,1
938,65,1
25,66,1
88,66,-1
108,66,1
124,66,1
161,66,-1
221,66,1
222,66,1
250,66,1
337,66,1
390,66,-1
404,66,1
512,66,1
515,66,1
625,66,1
631,66,1
663,66,1
668,66,-1
788,66,1
813,66,1
859,66,1
65,67,1
150,67,-1
193,67,1
197,67,1
302,67,1
327,67,1
384,67,-1
405,67,1
423,67,1
443,67,1
650,67,1
739,67,-1
775,67,1
920,67,1
938,67,1
77,68,1
119,68,1
189,68,1
198,68,1
208,68,1
255,68,1
261,68,1
309,68,1
393,68,1
536,68,1
556,68,1
563,68,1
655,68,1
757,68,1
935,68,1
972,68,1
8,69,1
46,69,1
134,69,1
167,69,-1
186,69,1
234,69,1
294,69,1
315,69,1
335,69,-1
347,69,-1
421,69,1
635,69,1
820,69,1
873,69,1
883,69,1
989,69,1
68,70,1
77,70,1
185,70,1
208,70,1
212,70,-1
261,70,1
393,70,1
445,70,-1
476,70,1
556,70,1
605,70,1
655,70,1
757,70,1
917,70,1
919,70,1
972,70,1
75,71,1
83,71,1
103,71,1
168,71,-1
190,71,-1
276,71,-1
342,71,1
344,71,1
464,71,1
502,71,1
541,71,1
547,71,-1
766,71,-1
773,71,1
875,71,1
979,71,1
987,71,1
48,72,1
176,72,1
178,72,1
202,72,1
223,72,-1
231,72,1
371,72,1
489,72,-1
601,72,-1
644,72,1
648,72,1
688,72,1
759,72,-1
782,72,1
789,72,1
966,72,1
970,72,1
6,73,-1
12,73,1
138,73,1
158,73,1
217,73,1
260,73,1
352,73,1
449,73,1
505,73,1
528,73,-1
624,73,-1
717,73,1
720,73,1
747,73,1
130,74,1
167,74,-1
178,74,1
467,74,-1
561,74,1
579,74,1
693,74,1
761,74,1
796,74,-1
866,74,-1
873,74,1
896,74,-1
981,74,1
3,75,1
28,75,1
83,75,1
84,75,1
159,75,1
235,75,1
318,75,1
340,75,1
344,75,1
347,75,-1
396,75,1
411,75,1
502,75,1
712,75,1
723,75,1
818,75,1
836,75,1
914,75,-1
5,76,-1
37,76,1
107,76,1
159,76,1
165,76,1
189,76,1
206,76,1
276,76,-1
328,76,-1
344,76,1
523,76,1
547,76,-1
744,76,1
770,76,1
825,76,1
914,76,-1
972,76,1
10,77,1
67,77,1
68,77,1
70,77,1
119,77,1
173,77,1
208,77,1
212,77,-1
261,77,1
309,77,1
385,77,1
387,77,-1
556,77,1
575,77,1
585,77,1
655,77,1
757,77,1
877,77,1
919,77,1
935,77,1
972,77,1
11,78,-1
130,78,1
213,78,1
233,78,1
291,78,1
447,78,1
540,78,1
651,78,1
761,78,1
801,78,1
981,78,1
86,79,-1
142,79,1
178,79,1
233,79,1
265,79,1
356,79,1
487,79,-1
543,79,1
546,79,1
686,79,1
728,79,1
796,79,-1
809,79,-1
937,79,-1
56,80,1
96,80,1
117,80,-1
191,80,1
237,80,-1
238,80,1
321,80,1
348,80,1
377,80,1
404,80,1
411,80,1
445,80,-1
458,80,1
460,80,-1
557,80,1
658,80,1
660,80,1
775,80,1
781,80,-1
784,80,1
798,80,-1
950,80,1
188,81,-1
296,81,1
417,81,1
419,81,1
452,81,1
500,81,1
529,81,1
542,81,1
574,81,-1
581,81,1
616,81,1
629,81,-1
801,81,1
969,81,1
983,81,1
993,81,1
211,82,-1
248,82,1
580,82,1
630,82,1
935,82,1
983,82,1
986,82,1
14,83,1
27,83,1
28,83,1
47,83,1
52,83,1
65,83,1
103,83,1
151,83,1
240,83,1
241,83,1
306,83,1
334,83,1
342,83,1
388,83,1
542,83,1
547,83,-1
576,83,1
599,83,1
650,83,1
680,83,1
748,83,1
756,83,-1
836,83,1
880,83,-1
914,83,-1
949,83,-1
992,83,1
994,83,1
45,84,1
64,84,1
120,84,1
365,84,1
533,84,1
638,84,1
657,84,-1
668,84,-1
735,84,-1
797,84,1
801,84,1
804,84,1
834,84,1
978,84,1
983,84,1
17,85,-1
207,85,1
245,85,1
275,85,1
304,85,-1
387,85,-1
422,85,1
481,85,1
510,85,1
545,85,1
634,85,1
745,85,-1
760,85,1
851,85,1
878,85,1
910,85,-1
8,86,1
38,86,1
63,86,1
104,86,1
186,86,1
232,86,1
249,86,-1
311,86,1
497,86,-1
670,86,1
686,86,1
738,86,1
961,86,1
121,87,1
157,87,1
231,87,1
292,87,-1
325,87,1
357,87,1
503,87,1
667,87,-1
685,87,1
721,87,1
741,87,1
779,87,1
830,87,1
977,87,1
170,88,1
262,88,1
269,88,1
283,88,1
361,88,1
363,88,1
377,88,1
476,88,1
490,88,1
512,88,1
515,88,1
532,88,1
631,88,1
660,88,1
679,88,1
719,88,1
808,88,-1
848,88,-1
5,89,-1
95,89,-1
122,89,-1
397,89,1
466,89,1
485,89,-1
538,89,1
605,89,1
660,89,1
691,89,1
831,89,1
895,89,1
953,89,1
968,89,1
80,90,1
123,90,1
287,90,1
321,90,1
351,90,-1
361,90,1
363,90,1
377,90,1
395,90,1
404,90,1
660,90,1
669,90,1
681,90,1
841,90,1
894,90,-1
928,90,-1
941,90,-1
960,90,1
90,91,1
163,91,-1
240,91,1
283,91,1
327,91,1
361,91,1
572,91,1
625,91,1
663,91,1
703,91,1
716,91,1
803,91,1
906,91,-1
46,92,1
69,92,1
98,92,1
130,92,1
289,92,-1
310,92,1
370,92,1
375,92,1
528,92,-1
579,92,1
692,92,1
747,92,1
820,92,1
864,92,-1
873,92,1
882,92,1
44,93,1
61,93,-1
127,93,1
137,93,1
185,93,1
216,93,1
271,93,1
279,93,1
368,93,1
412,93,1
414,93,1
445,93,-1
469,93,1
676,93,1
683,93,1
698,93,1
705,93,1
753,93,1
824,93,1
855,93,-1
917,93,1
956,93,1
965,93,1
974,93,1
990,93,1
35,94,-1
89,94,1
526,94,-1
561,94,1
597,94,1
692,94,1
809,94,-1
843,94,1
898,94,-1
940,94,1
126,95,1
156,95,1
204,95,1
230,95,1
293,95,1
319,95,1
325,95,1
341,95,1
342,95,1
374,95,1
397,95,1
418,95,1
457,95,1
485,95,-1
513,95,1
516,95,1
598,95,1
906,95,-1
916,95,1
967,95,-1
976,95,1
84,96,1
97,96,1
120,96,1
259,96,-1
324,96,1
409,96,1
638,96,1
642,96,-1
657,96,-1
668,96,-1
774,96,1
797,96,1
804,96,1
805,96,1
830,96,1
878,96,1
910,96,-1
960,96,1
45,97,1
50,97,1
118,97,1
245,97,1
290,97,-1
444,97,1
470,97,1
630,97,1
633,97,1
735,97,-1
797,97,1
804,97,1
805,97,1
865,97,1
884,97,1
978,97,1
11,98,-1
19,98,1
46,98,1
74,98,1
315,98,1
335,98,-1
408,98,1
488,98,1
545,98,1
546,98,1
597,98,1
635,98,1
659,98,-1
682,98,-1
807,98,1
882,98,1
933,98,1
936,98,1
38,99,1
54,99,-1
74,99,1
134,99,1
213,99,1
315,99,1
356,99,1
370,99,1
387,99,-1
459,99,1
533,99,1
537,99,-1
540,99,1
579,99,1
605,99,1
647,99,1
802,99,1
839,99,1
73,100,1
135,100,1
224,100,1
302,100,1
400,100,-1
484,100,1
592,100,1
705,100,1
714,100,1
737,100,1
779,100,1
792,100,1
805,100,1
821,100,1
888,100,-1
966,100,1
1000,100,-1
58,101,1
159,101,1
194,101,1
195,101,1
342,101,1
428,101,1
436,101,-1
504,101,1
699,101,1
719,101,1
750,101,1
777,101,-1
779,101,1
916,101,1
30,102,1
295,102,1
426,102,1
492,102,-1
498,102,-1
588,102,1
625,102,1
659,102,-1
710,102,-1
821,102,1
895,102,1
959,102,-1
973,102,-1
26,103,1
27,103,1
194,103,1
241,103,1
318,103,1
344,103,1
364,103,1
406,103,-1
523,103,1
541,103,1
547,103,-1
701,103,1
770,103,1
773,103,1
32,104,1
69,104,1
85,104,1
99,104,-1
103,104,1
294,104,1
357,104,1
370,104,1
478,104,1
497,104,-1
669,104,1
686,104,1
826,104,1
849,104,1
936,104,1
246,105,1
333,105,1
462,105,-1
508,105,-1
549,105,1
678,105,-1
739,105,-1
760,105,1
825,105,1
838,105,-1
922,105,1
68,106,1
148,106,1
166,106,1
350,106,1
371,106,1
396,106,1
566,106,1
579,106,1
644,106,1
648,106,1
711,106,1
875,106,1
919,106,1
972,106,1
71,107,1
95,107,-1
124,107,1
149,107,1
235,107,1
276,107,-1
344,107,1
396,107,1
548,107,1
726,107,1
890,107,1
929,107,1
945,107,1
971,107,1
987,107,1
4,108,1
104,108,1
312,108,1
442,108,1
573,108,1
627,108,1
662,108,1
846,108,-1
857,108,-1
861,108,1
932,108,1
954,108,1
6,109,-1
12,109,1
252,109,1
280,109,1
422,109,1
491,109,-1
510,109,1
515,109,1
560,109,1
695,109,1
713,109,1
731,109,1
740,109,1
806,109,1
964,109,1
37,110,1
83,110,1
151,110,1
159,110,1
235,110,1
303,110,1
344,110,1
360,110,1
387,110,-1
428,110,1
502,110,1
504,110,1
511,110,-1
523,110,1
547,110,-1
836,110,1
852,110,1
888,110,-1
945,110,1
956,110,1
987,110,1
4,111,1
7,111,1
172,111,1
207,111,1
439,111,1
527,111,-1
583,111,1
639,111,1
662,111,1
799,111,1
842,111,-1
857,111,-1
971,111,1
32,112,1
113,112,1
191,112,1
238,112,1
262,112,1
287,112,1
343,112,-1
361,112,1
380,112,1
394,112,1
411,112,1
430,112,1
445,112,-1
465,112,1
476,112,1
557,112,1
663,112,1
859,112,1
872,112,1
950,112,1
958,112,1
999,112,1
32,113,1
66,113,1
112,113,1
131,113,1
222,113,1
287,113,1
361,113,1
377,113,1
476,113,1
535,113,1
575,113,1
881,113,1
966,113,1
999,113,1
54,114,-1
109,114,1
187,114,1
205,114,1
421,114,1
442,114,1
686,114,1
733,114,1
791,114,1
795,114,-1
921,114,1
6,115,-1
10,115,1
35,115,-1
73,115,1
143,115,1
173,115,1
217,115,1
387,115,-1
449,115,1
505,115,1
600,115,1
622,115,1
690,115,1
717,115,1
720,115,1
780,115,1
790,115,1
39,116,1
44,116,1
145,116,1
205,116,1
337,116,1
370,116,1
450,116,1
467,116,-1
478,116,1
764,116,1
768,116,1
88,117,-1
191,117,1
250,117,1
269,117,1
311,117,1
377,117,1
458,117,1
476,117,1
554,117,1
571,117,1
623,117,-1
631,117,1
848,117,-1
958,117,1
42,118,1
50,118,1
81,118,1
84,118,1
102,118,1
105,118,-1
188,118,-1
290,118,-1
434,118,1
470,118,1
542,118,1
564,118,-1
581,118,1
614,118,1
616,118,1
629,118,-1
633,118,1
638,118,1
777,118,-1
834,118,1
969,118,1
983,118,1
68,119,1
70,119,1
77,119,1
168,119,-1
191,119,1
206,119,1
208,119,1
243,119,1
255,119,1
261,119,1
309,119,1
393,119,1
536,119,1
556,119,1
575,119,1
711,119,1
752,119,1
757,119,1
946,119,1
51,120,1
96,120,1
313,120,1
500,120,1
529,120,1
554,120,1
638,120,1
642,120,-1
657,120,-1
668,120,-1
774,120,1
797,120,1
812,120,1
823,120,-1
955,120,1
10,121,1
82,121,1
87,121,1
131,121,1
157,121,1
184,121,1
196,121,1
258,121,1
378,121,-1
479,121,1
667,121,-1
721,121,1
816,121,1
977,121,1
986,121,1
32,122,1
55,122,1
89,122,1
95,122,-1
142,122,1
200,122,-1
214,122,1
257,122,1
272,122,1
293,122,1
316,122,-1
355,122,1
420,122,-1
480,122,-1
485,122,-1
493,122,1
689,122,1
879,122,1
893,122,1
968,122,1
29,123,1
171,123,1
283,123,1
625,123,1
681,123,1
803,123,1
841,123,1
872,123,1
899,123,1
906,123,-1
928,123,-1
13,124,1
41,124,1
65,124,1
359,124,1
390,124,-1
434,124,1
452,124,1
459,124,1
611,124,1
694,124,1
854,124,1
860,124,1
881,124,1
912,124,-1
152,125,-1
155,125,1
187,125,1
192,125,1
323,125,-1
376,125,1
486,125,-1
537,125,-1
565,125,1
587,125,1
732,125,-1
742,125,1
762,125,1
891,125,1
903,125,-1
928,125,-1
932,125,1
143,126,1
153,126,1
230,126,1
272,126,1
404,126,1
441,126,1
462,126,-1
514,126,1
516,126,1
586,126,1
652,126,1
689,126,1
759,126,-1
851,126,1
863,126,1
879,126,1
16,127,1
271,127,1
279,127,1
298,127,1
368,127,1
381,127,-1
429,127,1
451,127,1
473,127,1
618,127,1
621,127,-1
639,127,1
683,127,1
732,127,-1
799,127,1
810,127,1
824,127,1
931,127,1
288,128,1
319,128,1
391,128,1
438,128,1
538,128,1
689,128,1
874,128,1
927,128,1
930,128,1
23,129,1
136,129,-1
259,129,-1
286,129,1
296,129,1
379,129,-1
403,129,1
471,129,1
645,129,1
731,129,1
836,129,1
868,129,1
11,130,-1
46,130,1
219,130,1
234,130,1
349,130,1
448,130,1
469,130,1
497,130,-1
646,130,1
669,130,1
898,130,-1
961,130,1
80,131,1
191,131,1
379,131,-1
388,131,1
395,131,1
483,131,1
550,131,1
781,131,-1
784,131,1
814,131,1
950,131,1
24,132,1
31,132,1
227,132,1
228,132,1
337,132,1
521,132,1
592,132,1
636,132,1
702,132,1
713,132,1
754,132,1
913,132,1
982,132,1
14,133,1
54,133,-1
63,133,1
86,133,-1
142,133,1
289,133,-1
307,133,1
323,133,-1
330,133,1
442,133,1
544,133,1
564,133,-1
605,133,1
802,133,1
823,133,-1
843,133,1
899,133,1
900,133,1
984,133,1
31,134,1
78,134,1
104,134,1
233,134,1
488,134,1
497,134,-1
540,134,1
548,134,1
864,134,-1
899,134,1
992,134,1
67,135,1
87,135,1
100,135,1
121,135,1
157,135,1
199,135,1
224,135,1
339,135,1
353,135,1
505,135,1
516,135,1
528,135,-1
559,135,1
700,135,-1
708,135,1
714,135,1
737,135,1
797,135,1
816,135,1
869,135,1
895,135,1
977,135,1
23,136,1
129,136,-1
193,136,1
259,136,-1
286,136,1
296,136,1
358,136,1
403,136,1
430,136,1
456,136,-1
491,136,-1
568,136,1
641,136,-1
645,136,1
868,136,1
412,137,1
414,137,1
469,137,1
676,137,1
753,137,1
855,137,-1
974,137,1
37,138,1
75,138,1
76,138,1
103,138,1
110,138,1
141,138,1
151,138,1
276,138,-1
320,138,1
334,138,1
383,138,1
464,138,1
474,138,1
504,138,1
599,138,1
750,138,1
797,138,1
929,138,1
24,139,1
29,139,1
31,139,1
36,139,1
132,139,1
190,139,-1
244,139,-1
430,139,1
448,139,1
475,139,1
621,139,-1
702,139,1
754,139,1
847,139,-1
913,139,1
982,139,1
7,140,1
62,140,1
141,140,1
147,140,1
172,140,1
191,140,1
264,140,1
502,140,1
506,140,1
612,140,1
734,140,1
897,140,-1
909,140,1
2,141,1
43,141,1
62,141,1
140,141,1
147,141,1
172,141,1
264,141,1
310,141,1
327,141,1
506,141,1
612,141,1
734,141,1
737,141,1
852,141,1
868,141,1
909,141,1
95,142,-1
108,142,1
122,142,-1
144,142,1
257,142,1
271,142,1
316,142,-1
317,142,1
319,142,1
391,142,1
418,142,1
420,142,-1
424,142,1
438,142,1
480,142,-1
492,142,-1
510,142,1
586,142,1
589,142,1
652,142,1
697,142,1
710,142,-1
752,142,1
858,142,-1
872,142,1
880,142,-1
893,142,1
924,142,-1
24,143,1
95,143,-1
126,143,1
186,143,1
204,143,1
355,143,1
399,143,1
441,143,1
498,143,-1
538,143,1
589,143,1
763,143,-1
863,143,1
879,143,1
917,143,1
89,144,1
391,144,1
418,144,1
466,144,1
542,144,1
589,144,1
689,144,1
763,144,-1
776,144,1
814,144,1
874,144,1
916,144,1
930,144,1
937,144,-1
985,144,1
233,145,1
248,145,1
290,145,-1
304,145,-1
324,145,1
375,145,1
408,145,1
419,145,1
696,145,1
843,145,1
930,145,1
933,145,1
962,145,1
980,145,1
99,146,-1
152,146,-1
181,146,-1
218,146,1
484,146,1
499,146,1
507,146,1
537,146,-1
551,146,1
555,146,1
606,146,1
628,146,1
778,146,1
4,147,1
7,147,1
111,147,1
140,147,1
141,147,1
162,147,1
172,147,1
264,147,1
439,147,1
468,147,1
488,147,1
506,147,1
612,147,1
734,147,1
755,147,1
